Player,Bat1,Bat2,Runs,BF,SR,4s,6s,,Ground,Start Date,temp,humidity,windspeed,conditions,format,opposition
H Klaasen,119*,-,119,61,195.08,15,5,,Potchefstroom,21-Mar-23,71.1,62.9,6.7,Partially cloudy,ODI,West Indies
H Klaasen,1,-,1,2,50,0,0,,Centurion,25-Mar-23,70.7,95.7,10.7,"Rain, Overcast",T20I,West Indies
H Klaasen,16*,-,16,7,228.57,3,0,,Centurion,26-Mar-23,70,77.5,16.8,"Rain, Partially cloudy",T20I,West Indies
H Klaasen,6,-,6,2,300,0,1,,Johannesburg,28-Mar-23,60.8,78.4,13.2,Partially cloudy,T20I,West Indies
H Klaasen,DNB,-,-,-,-,-,-,,Benoni,31-Mar-23,57.6,78.2,15.4,"Rain, Partially cloudy",ODI,Netherlands
H Klaasen,28,-,28,21,133.33,4,0,,Johannesburg,2-Apr-23,65.8,68.8,10.5,Partially cloudy,ODI,Netherlands
H Klaasen,14,-,14,19,73.68,2,0,,Bloemfontein,7-Sep-23,52.3,33.1,2.5,Clear,ODI,Australia
H Klaasen,49,-,49,36,136.11,3,3,,Bloemfontein,9-Sep-23,64.2,28.7,8.7,Clear,ODI,Australia
H Klaasen,0,-,0,2,0,0,0,,Potchefstroom,12-Sep-23,50.4,52.3,15.4,Clear,ODI,Australia
H Klaasen,174,-,174,83,209.63,13,13,,Centurion,15-Sep-23,55.8,69.8,11,Partially cloudy,ODI,Australia
H Klaasen,6,-,6,13,46.15,0,0,,Johannesburg,17-Sep-23,63.8,22.6,10,Clear,ODI,Australia
H Klaasen,32,-,32,20,160,1,3,,Delhi,7-Oct-23,84.1,58,9.2,Clear,ODI,Sri Lanka
H Klaasen,29,-,29,27,107.4,3,0,,Lucknow,12-Oct-23,81.3,58.3,9.2,Clear,ODI,Australia
H Klaasen,28,-,28,28,100,4,0,,Dharamsala,17-Oct-23,78.1,83.4,9.2,Rain,ODI,Netherlands
H Klaasen,109,-,109,67,162.68,12,4,,Wankhede,21-Oct-23,N/A,N/A,N/A,N/A,ODI,England
H Klaasen,90,-,90,49,183.67,2,8,,Wankhede,24-Oct-23,N/A,N/A,N/A,N/A,ODI,Bangladesh
H Klaasen,12,-,12,10,120,0,1,,Chennai,27-Oct-23,83,83,11.4,"Rain, Partially cloudy",ODI,Pakistan
H Klaasen,15*,-,15,7,214.28,1,1,,Pune,1-Nov-23,73.8,48.8,6.5,Partially cloudy,ODI,New Zealand
H Klaasen,1,-,1,11,9.09,0,0,,Eden Gardens,5-Nov-23,83.5,81.7,9.2,"Rain, Partially cloudy",ODI,India
Q de Kock,28*,-,28,23,121.73,5,0,,Durban,21-Dec-12,75.7,78.4,13.9,Partially cloudy,T20I,New Zealand
Q de Kock,0*,-,0,0,-,0,0,,East London,23-Dec-12,75.6,76.7,19.7,Partially cloudy,T20I,New Zealand
Q de Kock,2,-,2,4,50,0,0,,Gqeberha,26-Dec-12,71.9,81.1,17.3,"Rain, Partially cloudy",T20I,New Zealand
Q de Kock,18,-,18,34,52.94,1,0,,Paarl,19-Jan-13,74.6,59.9,25.3,Partially cloudy,ODI,New Zealand
Q de Kock,25,-,25,28,89.28,1,2,,Kimberley,22-Jan-13,79.3,32.8,20.8,Clear,ODI,New Zealand
Q de Kock,31,-,31,38,81.57,4,0,,Potchefstroom,25-Jan-13,81.8,34,7.8,Clear,ODI,New Zealand
Q de Kock,3,-,3,12,25,0,0,,Benoni,24-Mar-13,69,62.2,11.6,"Rain, Partially cloudy",ODI,Pakistan
Q de Kock,20,-,20,28,71.42,3,0,,Pallekele,26-Jul-13,77.5,88.1,12.5,"Rain, Partially cloudy",ODI,Sri Lanka
Q de Kock,8,-,8,9,88.88,2,0,,Pallekele,28-Jul-13,81.9,78.3,11.4,"Rain, Partially cloudy",ODI,Sri Lanka
Q de Kock,27,-,27,21,128.57,5,0,,Colombo (RPS),31-Jul-13,62,76.5,20.8,Partially cloudy,ODI,Sri Lanka
Q de Kock,5,-,5,7,71.42,1,0,,Colombo (RPS),2-Aug-13,64.8,78.7,18.3,"Rain, Partially cloudy",T20I,Sri Lanka
Q de Kock,19,-,19,23,82.6,3,0,,Hambantota,4-Aug-13,80.7,82.2,25.1,"Rain, Partially cloudy",T20I,Sri Lanka
Q de Kock,16,-,16,19,84.21,3,0,,Hambantota,6-Aug-13,80.9,80.7,23.9,"Rain, Partially cloudy",T20I,Sri Lanka
Q de Kock,40,-,40,57,70.17,5,0,,Abu Dhabi,6-Nov-13,81.7,52.8,12.6,Clear,ODI,Pakistan
Q de Kock,112,-,112,135,82.96,9,1,,Abu Dhabi,8-Nov-13,81,54.8,10.4,Partially cloudy,ODI,Pakistan
Q de Kock,34,-,34,41,82.92,5,0,,Sharjah,11-Nov-13,79,54.5,12,Clear,ODI,Pakistan
Q de Kock,48*,-,48,38,126.31,3,2,,Dubai (DSC),13-Nov-13,N/A,N/A,N/A,N/A,T20I,Pakistan
Q de Kock,30,-,30,19,157.89,6,0,,Dubai (DSC),15-Nov-13,N/A,N/A,N/A,N/A,T20I,Pakistan
Q de Kock,43,-,43,33,130.3,8,0,,Johannesburg,20-Nov-13,70.6,62.4,6.4,"Rain, Partially cloudy",T20I,Pakistan
Q de Kock,26,-,26,24,108.33,4,0,,Cape Town,22-Nov-13,65.5,69.1,24.2,Partially cloudy,T20I,Pakistan
Q de Kock,19,-,19,24,79.16,3,0,,Cape Town,24-Nov-13,75.8,53.2,13.9,Partially cloudy,ODI,Pakistan
Q de Kock,47,-,47,52,90.38,3,1,,Gqeberha,27-Nov-13,62.7,75,15,"Rain, Partially cloudy",ODI,Pakistan
Q de Kock,15,-,15,18,83.33,3,0,,Centurion,30-Nov-13,68,75.4,17.2,Partially cloudy,ODI,Pakistan
Q de Kock,135,-,135,121,111.57,18,3,,Johannesburg,5-Dec-13,65.5,65.2,6.5,"Rain, Partially cloudy",ODI,India
Q de Kock,106,-,106,118,89.83,9,0,,Durban,8-Dec-13,67.9,80.9,17.2,"Rain, Overcast",ODI,India
Q de Kock,101,-,101,120,84.16,9,2,,Centurion,11-Dec-13,64.8,73.3,8.1,Clear,ODI,India
Q de Kock,7,34,41,75,54.66,4,0,,Gqeberha,20-Feb-14,70.1,76.4,30,Partially cloudy,Test,Australia
Q de Kock,41*,-,41,20,205,2,4,,Durban,12-Mar-14,71.7,78.5,24.2,"Rain, Partially cloudy",T20I,Australia
Q de Kock,41,-,41,40,102.5,2,2,,Centurion,14-Mar-14,74,79.2,9.8,"Rain, Partially cloudy",T20I,Australia
Q de Kock,25,-,25,18,138.88,4,1,,Chattogram,22-Mar-14,80.5,69.1,12.8,Rain,T20I,Sri Lanka
Q de Kock,4,-,4,8,50,0,0,,Chattogram,24-Mar-14,79,73.7,6.9,"Rain, Partially cloudy",T20I,New Zealand
Q de Kock,0,-,0,2,0,0,0,,Chattogram,27-Mar-14,83.3,71.5,11.9,Clear,T20I,Netherlands
Q de Kock,29,-,29,33,87.87,2,0,,Chattogram,29-Mar-14,85,68.4,14.3,Clear,T20I,England
Q de Kock,6,-,6,4,150,1,0,,Mirpur,4-Apr-14,85.1,57.3,8.1,"Rain, Partially cloudy",T20I,India
Q de Kock,27,-,27,35,77.14,3,1,,Colombo (RPS),6-Jul-14,61.4,91.4,11.4,"Rain, Partially cloudy",ODI,Sri Lanka
Q de Kock,4,-,4,6,66.66,1,0,,Pallekele,9-Jul-14,83.1,77.7,13.9,"Rain, Partially cloudy",ODI,Sri Lanka
Q de Kock,128,-,128,127,100.78,12,3,,Hambantota,12-Jul-14,84.8,64.2,26.4,"Rain, Partially cloudy",ODI,Sri Lanka
Q de Kock,51,36,87,130,66.92,10,0,,Galle,16-Jul-14,69.7,67.3,8.1,Partially cloudy,Test,Sri Lanka
Q de Kock,0,37,37,94,39.36,1,0,,Colombo (SSC),24-Jul-14,N/A,N/A,N/A,N/A,Test,Sri Lanka
Q de Kock,81,DNB,81,152,53.28,5,1,,Harare,9-Aug-14,59.4,58.8,12.1,Clear,Test,Zimbabwe
Q de Kock,63,-,63,68,92.64,8,1,,Bulawayo,17-Aug-14,59.4,61.9,21.9,Partially cloudy,ODI,Zimbabwe
Q de Kock,38,-,38,38,100,5,0,,Bulawayo,19-Aug-14,63.6,39.3,11.4,Clear,ODI,Zimbabwe
Q de Kock,84,-,84,75,112,7,2,,Bulawayo,21-Aug-14,69.7,27.7,10.7,Partially cloudy,ODI,Zimbabwe
Q de Kock,19,-,19,18,105.55,2,0,,Harare,27-Aug-14,62.3,46.5,12.8,Clear,ODI,Australia
Q de Kock,76,-,76,76,100,7,1,,Harare,29-Aug-14,67.7,28,14.7,Clear,ODI,Zimbabwe
Q de Kock,1,-,1,5,20,0,0,,Harare,2-Sep-14,54.6,56.2,15.2,Clear,ODI,Australia
Q de Kock,2,-,2,4,50,0,0,,Harare,4-Sep-14,56.1,63.3,17.7,Partially cloudy,ODI,Zimbabwe
Q de Kock,7,-,7,7,100,1,0,,Harare,6-Sep-14,61.1,63.9,12.8,Partially cloudy,ODI,Australia
Q de Kock,9,-,9,5,180,2,0,,Mount Maunganui,21-Oct-14,56.1,73.6,13.9,Partially cloudy,ODI,New Zealand
Q de Kock,26,-,26,33,78.78,3,0,,Mount Maunganui,24-Oct-14,56.4,66.1,20.8,Rain,ODI,New Zealand
Q de Kock,80*,-,80,94,85.1,11,0,,Hamilton,27-Oct-14,43.6,84.3,6,Partially cloudy,ODI,New Zealand
Q de Kock,46,-,46,39,117.94,4,1,,Adelaide,5-Nov-14,57.4,59.3,18.3,Partially cloudy,T20I,Australia
Q de Kock,0,-,0,2,0,0,0,,Melbourne,7-Nov-14,71.1,47,15,Partially cloudy,T20I,Australia
Q de Kock,48,-,48,27,177.77,5,2,,Sydney,9-Nov-14,68.9,72.2,23.1,Partially cloudy,T20I,Australia
Q de Kock,2,-,2,7,28.57,0,0,,Perth,14-Nov-14,60.2,50.3,12.8,Clear,ODI,Australia
Q de Kock,4,-,4,8,50,1,0,,Perth,16-Nov-14,68.8,54.5,12.8,Partially cloudy,ODI,Australia
Q de Kock,47,-,47,53,88.67,4,1,,Canberra,19-Nov-14,65.8,54.8,15,Partially cloudy,ODI,Australia
Q de Kock,17,-,17,38,44.73,0,0,,Melbourne,21-Nov-14,65.1,67.1,17.2,"Rain, Partially cloudy",ODI,Australia
Q de Kock,107,-,107,123,86.99,14,0,,Sydney,23-Nov-14,75,73.8,22.1,"Rain, Partially cloudy",ODI,Australia
Q de Kock,18*,-,18,15,120,0,2,,Centurion,17-Dec-14,71,83.2,9.2,"Rain, Partially cloudy",Test,West Indies
Q de Kock,4,-,4,7,57.14,1,0,,Centurion,28-Jan-15,77.7,85.7,12.1,"Rain, Partially cloudy",ODI,West Indies
Q de Kock,7,-,7,16,43.75,1,0,,Hamilton,15-Feb-15,-5.5,49.5,9.4,"Snow, Partially cloudy",ODI,Zimbabwe
Q de Kock,7,-,7,15,46.66,1,0,,Melbourne,22-Feb-15,82.5,46,19.7,"Rain, Partially cloudy",ODI,India
Q de Kock,12,-,12,19,63.15,3,0,,Sydney,27-Feb-15,74,77.9,12.4,"Rain, Partially cloudy",ODI,West Indies
Q de Kock,1,-,1,4,25,0,0,,Canberra,3-Mar-15,67.1,69.3,9.2,Partially cloudy,ODI,Ireland
Q de Kock,0,-,0,2,0,0,0,,Auckland,7-Mar-15,68.1,79,23.4,"Rain, Partially cloudy",ODI,Pakistan
Q de Kock,26,-,26,45,57.77,2,0,,Wellington,12-Mar-15,63.7,85.3,15,"Rain, Partially cloudy",ODI,U.A.E.
Q de Kock,78*,-,78,57,136.84,12,0,,Sydney,18-Mar-15,73.5,73.9,15.6,"Rain, Partially cloudy",ODI,Sri Lanka
Q de Kock,14,-,14,17,82.35,2,0,,Auckland,24-Mar-15,64.1,82.3,12.8,"Rain, Partially cloudy",ODI,New Zealand
Q de Kock,12,-,12,8,150,0,1,,Mirpur,5-Jul-15,84.1,89.3,9.6,"Rain, Partially cloudy",T20I,Bangladesh
Q de Kock,44,-,44,31,141.93,4,2,,Mirpur,7-Jul-15,84.9,85.6,4.9,"Rain, Partially cloudy",T20I,Bangladesh
Q de Kock,35,-,35,41,85.36,5,0,,Mirpur,10-Jul-15,81.4,93.2,17.2,"Rain, Overcast",ODI,Bangladesh
Q de Kock,2,-,2,9,22.22,0,0,,Mirpur,12-Jul-15,84.2,86.5,9.6,"Rain, Partially cloudy",ODI,Bangladesh
Q de Kock,7,-,7,8,87.5,1,0,,Chattogram,15-Jul-15,82.9,92.5,15,"Rain, Overcast",ODI,Bangladesh
Q de Kock,0,DNB,0,2,0,0,0,,Chattogram,21-Jul-15,81.8,90.1,13,"Rain, Partially cloudy",Test,Bangladesh
Q de Kock,29,-,29,33,87.87,5,0,,Kanpur,11-Oct-15,85.2,48.9,7.4,Clear,ODI,India
Q de Kock,34,-,34,36,94.44,5,0,,Indore,14-Oct-15,82.5,45.5,9.2,Partially cloudy,ODI,India
Q de Kock,103,-,103,118,87.28,11,1,,Rajkot,18-Oct-15,88.4,50.5,6.9,Partially cloudy,ODI,India
Q de Kock,43,-,43,35,122.85,6,1,,Chennai,22-Oct-15,83.3,72.6,12.8,Partially cloudy,ODI,India
Q de Kock,109,-,109,87,125.28,17,1,,Wankhede,25-Oct-15,N/A,N/A,N/A,N/A,ODI,India
Q de Kock,5,-,5,10,50,0,0,,Cape Town,2-Jan-16,76.2,65.1,25.3,Clear,Test,England
Q de Kock,129*,9*,138,137,100.72,18,2,,Centurion,22-Jan-16,75.6,70.2,13.9,Partially cloudy,Test,England
Q de Kock,138*,-,138,96,143.75,12,6,,Bloemfontein,3-Feb-16,77.8,47.6,25.3,Partially cloudy,ODI,England
Q de Kock,22,-,22,33,66.66,4,0,,Gqeberha,6-Feb-16,70,70.7,30,Clear,ODI,England
Q de Kock,135,-,135,117,115.38,16,4,,Centurion,9-Feb-16,81.7,72.5,13.9,"Rain, Partially cloudy",ODI,England
Q de Kock,27,-,27,42,64.28,4,0,,Johannesburg,12-Feb-16,76.4,43.2,10.2,Rain,ODI,England
Q de Kock,4,-,4,17,23.52,1,0,,Cape Town,14-Feb-16,68.2,68.3,16.1,"Rain, Partially cloudy",ODI,England
Q de Kock,7,-,7,8,87.5,1,0,,Durban,4-Mar-16,77.2,78,10.3,Partially cloudy,T20I,Australia
Q de Kock,44,-,44,28,157.14,8,1,,Johannesburg,6-Mar-16,75.4,39.2,9.8,Partially cloudy,T20I,Australia
Q de Kock,25,-,25,13,192.3,4,1,,Cape Town,9-Mar-16,67.4,62.5,24.2,Clear,T20I,Australia
Q de Kock,52,-,52,24,216.66,7,3,,Wankhede,18-Mar-16,N/A,N/A,N/A,N/A,T20I,England
Q de Kock,45,-,45,31,145.16,6,2,,Wankhede,20-Mar-16,N/A,N/A,N/A,N/A,T20I,Afghanistan
Q de Kock,47,-,47,46,102.17,3,1,,Nagpur,25-Mar-16,87.7,19.9,6.3,Clear,T20I,West Indies
Q de Kock,9,-,9,6,150,2,0,,Delhi,28-Mar-16,77.2,51,9.4,Clear,T20I,Sri Lanka
Q de Kock,30,-,30,34,88.23,6,0,,Providence,3-Jun-16,62.8,83,10.9,"Rain, Overcast",ODI,West Indies
Q de Kock,18,-,18,23,78.26,2,1,,Providence,7-Jun-16,71.9,69.3,14.3,"Rain, Partially cloudy",ODI,Australia
Q de Kock,19,-,19,29,65.51,3,0,,Basseterre,11-Jun-16,83.1,74.3,13.8,"Rain, Partially cloudy",ODI,Australia
Q de Kock,71,-,71,103,68.93,6,0,,Basseterre,15-Jun-16,83.6,72.7,18.2,Partially cloudy,ODI,West Indies
Q de Kock,5*,-,5,5,100,1,0,,Bridgetown,19-Jun-16,79.2,89,26.4,"Rain, Overcast",ODI,Australia
Q de Kock,6,-,6,6,100,1,0,,Bridgetown,24-Jun-16,82.2,80.8,23,Partially cloudy,ODI,West Indies
Q de Kock,33,-,33,33,100,7,0,,Durban,19-Aug-16,67,76.2,9.2,Partially cloudy,Test,New Zealand
Q de Kock,82,50,132,157,84.07,23,1,,Centurion,27-Aug-16,68.8,82.9,12.7,"Rain, Overcast",Test,New Zealand
Q de Kock,82,-,82,66,124.24,8,2,,Benoni,25-Sep-16,67.4,31.4,16.8,Clear,ODI,Ireland
Q de Kock,178,-,178,113,157.52,16,11,,Centurion,30-Sep-16,56.7,74.9,12.5,Partially cloudy,ODI,Australia
Q de Kock,22,-,22,24,91.66,2,0,,Johannesburg,2-Oct-16,62.7,22.9,11.7,Clear,ODI,Australia
Q de Kock,70,-,70,49,142.85,6,2,,Durban,5-Oct-16,62.5,62.5,9.2,"Rain, Partially cloudy",ODI,Australia
Q de Kock,18,-,18,14,128.57,3,0,,Gqeberha,9-Oct-16,59.4,68.5,27.5,"Rain, Partially cloudy",ODI,Australia
Q de Kock,12,-,12,18,66.66,0,0,,Cape Town,12-Oct-16,56.9,56.2,18.3,Partially cloudy,ODI,Australia
Q de Kock,84,64,148,201,73.63,16,3,,Perth,3-Nov-16,63.7,71.1,18.3,Clear,Test,Australia
Q de Kock,104,-,104,143,72.72,17,0,,Hobart,12-Nov-16,56.2,79.1,17.4,"Rain, Partially cloudy",Test,Australia
Q de Kock,24,5,29,49,59.18,4,0,,Adelaide,24-Nov-16,55.5,63.9,20.8,"Rain, Partially cloudy",Test,Australia
Q de Kock,37,69,106,154,68.83,11,0,,Gqeberha,26-Dec-16,69.8,78.5,19.7,Clear,Test,Sri Lanka
Q de Kock,101,29,130,148,87.83,15,0,,Cape Town,2-Jan-17,71.5,69.3,20.8,Partially cloudy,Test,Sri Lanka
Q de Kock,34,-,34,51,66.66,5,0,,Johannesburg,12-Jan-17,71.2,65.7,10.3,"Rain, Partially cloudy",Test,Sri Lanka
Q de Kock,34,-,34,40,85,4,0,,Gqeberha,28-Jan-17,68.3,67.8,40.3,"Rain, Partially cloudy",ODI,Sri Lanka
Q de Kock,17,-,17,22,77.27,2,0,,Durban,1-Feb-17,78.7,70.4,23,Partially cloudy,ODI,Sri Lanka
Q de Kock,8,-,8,11,72.72,1,0,,Johannesburg,4-Feb-17,69.6,67.1,11.1,"Rain, Partially cloudy",ODI,Sri Lanka
Q de Kock,55,-,55,46,119.56,7,2,,Cape Town,7-Feb-17,70.1,74.1,24.2,Partially cloudy,ODI,Sri Lanka
Q de Kock,109,-,109,87,125.28,16,0,,Centurion,10-Feb-17,75.1,85.1,7.8,"Rain, Overcast",ODI,Sri Lanka
Q de Kock,0,-,0,4,0,0,0,,Auckland,17-Feb-17,67.2,92.6,14.1,"Rain, Partially cloudy",T20I,New Zealand
Q de Kock,69,-,69,64,107.81,9,1,,Hamilton,19-Feb-17,44.7,74.8,11.5,Partially cloudy,ODI,New Zealand
Q de Kock,57,-,57,65,87.69,6,0,,Christchurch,22-Feb-17,63.9,81.9,20.9,"Rain, Partially cloudy",ODI,New Zealand
Q de Kock,68,-,68,70,97.14,6,2,,Wellington,25-Feb-17,64.4,72.6,24,Partially cloudy,ODI,New Zealand
Q de Kock,0,-,0,1,0,0,0,,Hamilton,1-Mar-17,50.8,88.7,21.2,"Rain, Partially cloudy",ODI,New Zealand
Q de Kock,6,-,6,10,60,1,0,,Auckland,4-Mar-17,69,74.7,17.2,Partially cloudy,ODI,New Zealand
Q de Kock,10,4,14,36,38.88,2,0,,Dunedin,8-Mar-17,50.2,78.1,17.2,Clear,Test,New Zealand
Q de Kock,91,DNB,91,118,77.11,10,3,,Wellington,16-Mar-17,56.9,80.6,9.2,Clear,Test,New Zealand
Q de Kock,90,15*,105,157,66.87,12,2,,Hamilton,25-Mar-17,37.7,95.7,11.9,"Snow, Rain, Overcast",Test,New Zealand
Q de Kock,5,-,5,13,38.46,0,0,,Leeds,24-May-17,61.3,81.2,11.2,Partially cloudy,ODI,England
Q de Kock,98,-,98,103,95.14,11,0,,Southampton,27-May-17,60.9,85.2,17.3,"Rain, Partially cloudy",ODI,England
Q de Kock,34,-,34,39,87.17,4,0,,Lord's,29-May-17,42.5,73,22.2,Partially cloudy,ODI,England
Q de Kock,23,-,23,42,54.76,2,0,,The Oval,3-Jun-17,60.5,86.2,10.9,"Rain, Partially cloudy",ODI,Sri Lanka
Q de Kock,33,-,33,49,67.34,2,0,,Birmingham,7-Jun-17,56.6,67.7,16.1,Partially cloudy,ODI,Pakistan
Q de Kock,53,-,53,72,73.61,4,0,,The Oval,11-Jun-17,59.5,33.4,13.6,Partially cloudy,ODI,India
Q de Kock,51,18,69,74,93.24,12,0,,Lord's,6-Jul-17,40.5,77.2,16.9,Clear,Test,England
Q de Kock,68,1,69,85,81.17,8,0,,Nottingham,14-Jul-17,59.3,71,13,"Rain, Partially cloudy",Test,England
Q de Kock,17,5,22,27,81.48,4,0,,The Oval,27-Jul-17,61.4,83.2,22.1,"Rain, Partially cloudy",Test,England
Q de Kock,24,1,25,73,34.24,3,0,,Manchester,4-Aug-17,59.8,77.3,16.6,"Rain, Partially cloudy",Test,England
Q de Kock,DNB,8,8,11,72.72,1,0,,Potchefstroom,28-Sep-17,65.9,47.9,16.6,Clear,Test,Bangladesh
Q de Kock,28*,-,28,27,103.7,2,2,,Bloemfontein,6-Oct-17,59.9,56.3,11.4,Clear,Test,Bangladesh
Q de Kock,168*,-,168,145,115.86,21,2,,Kimberley,15-Oct-17,65.4,20.8,23.5,Clear,ODI,Bangladesh
Q de Kock,46,-,46,61,75.4,1,0,,Paarl,18-Oct-17,56.7,71.9,17.2,Partially cloudy,ODI,Bangladesh
Q de Kock,73,-,73,68,107.35,9,1,,East London,22-Oct-17,69.5,76.7,15.9,Clear,ODI,Bangladesh
Q de Kock,59,-,59,44,134.09,5,1,,Bloemfontein,26-Oct-17,69.3,24.9,20.8,Partially cloudy,T20I,Bangladesh
Q de Kock,24,-,24,38,63.15,4,0,,Gqeberha,26-Dec-17,65.9,65.3,16.1,Partially cloudy,Test,Zimbabwe
Q de Kock,43,8,51,49,104.08,9,0,,Cape Town,5-Jan-18,70.3,70.5,27.7,Partially cloudy,Test,India
Q de Kock,0,12,12,6,200,3,0,,Centurion,13-Jan-18,78.9,74.3,12.5,"Rain, Partially cloudy",Test,India
Q de Kock,8,0,8,23,34.78,1,0,,Johannesburg,24-Jan-18,67.6,70.8,13.9,"Rain, Partially cloudy",Test,India
Q de Kock,34,-,34,49,69.38,4,0,,Durban,1-Feb-18,71.7,79.5,12.8,"Rain, Partially cloudy",ODI,India
Q de Kock,20,-,20,36,55.55,2,0,,Centurion,4-Feb-18,73,70.6,13.4,Partially cloudy,ODI,India
Q de Kock,20,83,103,182,56.59,15,0,,Durban,1-Mar-18,73.1,80.6,12.8,"Rain, Partially cloudy",Test,Australia
Q de Kock,9,DNB,9,20,45,0,0,,Gqeberha,9-Mar-18,64.1,79.4,20.8,"Rain, Partially cloudy",Test,Australia
Q de Kock,3,65,68,108,62.96,8,1,,Cape Town,22-Mar-18,71.1,51,18.3,Clear,Test,Australia
Q de Kock,39,4,43,78,55.12,4,0,,Johannesburg,30-Mar-18,67.6,69.8,16.1,"Rain, Partially cloudy",Test,Australia
Q de Kock,3,10,13,17,76.47,2,0,,Galle,12-Jul-18,63.1,74.7,12.9,"Rain, Partially cloudy",Test,Sri Lanka
Q de Kock,32,8,40,43,93.02,4,0,,Colombo (SSC),20-Jul-18,N/A,N/A,N/A,N/A,Test,Sri Lanka
Q de Kock,47,-,47,59,79.66,4,1,,Dambulla,29-Jul-18,78.1,80.8,18.8,Partially cloudy,ODI,Sri Lanka
Q de Kock,87,-,87,78,111.53,13,1,,Dambulla,1-Aug-18,78.2,80.2,17.4,"Rain, Partially cloudy",ODI,Sri Lanka
Q de Kock,2,-,2,8,25,0,0,,Pallekele,5-Aug-18,81.1,84.1,15,Partially cloudy,ODI,Sri Lanka
Q de Kock,23,-,23,13,176.92,3,1,,Pallekele,8-Aug-18,79.1,84.4,15,"Rain, Partially cloudy",ODI,Sri Lanka
Q de Kock,54,-,54,57,94.73,7,1,,Colombo (RPS),12-Aug-18,55.6,83.1,8.5,Partially cloudy,ODI,Sri Lanka
Q de Kock,20,-,20,11,181.81,4,0,,Colombo (RPS),14-Aug-18,61.2,71,9.5,Partially cloudy,T20I,Sri Lanka
Q de Kock,5,-,5,5,100,1,0,,East London,9-Oct-18,70.9,75.8,33.1,Clear,T20I,Zimbabwe
Q de Kock,26,-,26,23,113.04,3,1,,Potchefstroom,12-Oct-18,77.4,23.6,17.4,Partially cloudy,T20I,Zimbabwe
Q de Kock,47,-,47,40,117.5,7,0,,Perth,4-Nov-18,63,67.1,18.8,Partially cloudy,ODI,Australia
Q de Kock,9,-,9,12,75,1,0,,Adelaide,9-Nov-18,59.6,49.9,12.8,Partially cloudy,ODI,Australia
Q de Kock,4,-,4,7,57.14,0,0,,Hobart,11-Nov-18,57,63.4,17.6,Partially cloudy,ODI,Australia
Q de Kock,22,-,22,16,137.5,0,2,,Carrara,17-Nov-18,54,54.9,16.1,Partially cloudy,T20I,Australia
Q de Kock,45,DNB,45,53,84.9,5,0,,Centurion,26-Dec-18,74,79.1,14.4,Partially cloudy,Test,Pakistan
Q de Kock,59,DNB,59,78,75.64,8,0,,Cape Town,3-Jan-19,74.2,50,17.2,Clear,Test,Pakistan
Q de Kock,18,129,147,176,83.52,20,1,,Johannesburg,11-Jan-19,74.7,60.2,15.5,"Rain, Partially cloudy",Test,Pakistan
Q de Kock,33,-,33,36,91.66,4,0,,Centurion,25-Jan-19,77.1,79,13.9,Partially cloudy,ODI,Pakistan
Q de Kock,0,-,0,7,0,0,0,,Johannesburg,27-Jan-19,65,76.3,15.7,"Rain, Partially cloudy",ODI,Pakistan
Q de Kock,83,-,83,58,143.1,11,3,,Cape Town,30-Jan-19,71.9,75.2,23,Partially cloudy,ODI,Pakistan
Q de Kock,80,55,135,156,86.53,14,1,,Durban,13-Feb-19,77.2,80.9,15,"Rain, Partially cloudy",Test,Sri Lanka
Q de Kock,86,1,87,94,92.55,12,0,,Gqeberha,21-Feb-19,70.8,80.7,15,Partially cloudy,Test,Sri Lanka
Q de Kock,81,-,81,72,112.5,11,0,,Johannesburg,3-Mar-19,75.7,57.7,13.4,Clear,ODI,Sri Lanka
Q de Kock,94,-,94,70,134.28,17,1,,Centurion,6-Mar-19,77.2,83.7,8.5,Partially cloudy,ODI,Sri Lanka
Q de Kock,121,-,121,108,112.03,16,2,,Durban,10-Mar-19,74.4,86.2,11.8,"Rain, Partially cloudy",ODI,Sri Lanka
Q de Kock,51,-,51,57,89.47,6,0,,Gqeberha,13-Mar-19,69.4,81.2,23,Partially cloudy,ODI,Sri Lanka
Q de Kock,6,-,6,14,42.85,1,0,,Cape Town,16-Mar-19,68.8,73.2,11.4,Partially cloudy,ODI,Sri Lanka
Q de Kock,13,-,13,17,76.47,2,0,,Cape Town,19-Mar-19,67.9,80.5,15,Partially cloudy,T20I,Sri Lanka
Q de Kock,68,-,68,74,91.89,6,2,,The Oval,30-May-19,63.8,40.6,18.3,Partially cloudy,ODI,England
Q de Kock,23,-,23,32,71.87,4,0,,The Oval,2-Jun-19,60.4,31.9,12.3,Clear,ODI,Bangladesh
Q de Kock,10,-,10,17,58.82,1,0,,Southampton,5-Jun-19,56.1,74.7,13,"Rain, Partially cloudy",ODI,India
Q de Kock,17*,-,17,21,80.95,1,0,,Southampton,10-Jun-19,51,89.4,11.2,"Rain, Overcast",ODI,West Indies
Q de Kock,68,-,68,72,94.44,8,0,,Cardiff,15-Jun-19,55.2,80.5,13.6,"Rain, Partially cloudy",ODI,Afghanistan
Q de Kock,5,-,5,8,62.5,1,0,,Birmingham,19-Jun-19,60.2,77.9,8.1,"Rain, Partially cloudy",ODI,New Zealand
Q de Kock,47,-,47,60,78.33,3,2,,Lord's,23-Jun-19,42,88.6,12.8,"Rain, Partially cloudy",ODI,Pakistan
